Falls	-1.5
autonomous	1.5
available	1.5
award	1.5
ax	-1.5
bash	-1.5
best	1.5
better	1.5
break	-1.5
bright	1.5
bug	-1.5
clear	1.5
collapse	-1.5
complex	-1.5
crash	-1.5
dead	-1.5
death	-1.5
die	-1.5
din	-1.5
error	-1.5
errors	-1.5
fair	1.5
faith	1.5
false	-1.5
feat	1.5
free	1.5
gold	1.5
good	1.5
grand	1.5
great	1.5
hard	-1.5
important	1.5
like	1.5
love	1.5
master	1.5
modern	1.5
object	-1.5
problem	-1.5
problems	-1.5
punk	-1.5
right	1.5
rue	-1.5
saint	1.5
secure	1.5
sin	-1.5
solid	1.5
static	-1.5
super	1.5
support	1.5
survival	1.5
top	1.5
transparent	1.5
wedge	-1.5
well	1.5
work	1.5
works	1.5
Апокаліпсис	-1.5
Березень	-1.5
Дік	-1.5
Зачарована	1.5
Переможці	1.5
Примітно	1.5
абразивний	-1.5
абсолютний	-1.5
абсолютно	1.5
аварій	-1.5
аварійний	-1.5
аварія	-1.5
автономний	1.5
авторитарний	-1.5
авторитетний	1.5
агресивний	-1.5
агресивність	-1.5
агресія	-1.5
ад	-1.5
адаптації	1.5
адаптивний	1.5
адвокат	1.5
адекватний	1.5
активні	1.5
акула	-1.5
акуратно	1.5
алергія	-1.5
алергії	-1.5
аналітичний	-1.5
анархізм	-1.5
анархіст	-1.5
анархія	-1.5
ангел	1.5
аномалія	-1.5
антагонізм	-1.5
антагоніст	-1.5
анулювати	-1.5
апатія	-1.5
апокаліпсис	-1.5
ароматний	1.5
архаїчний	-1.5
атакувати	-1.5
атрофія	-1.5
багате	1.5
багатий	1.5
багато	1.5
багатозначний	1.5
багатство	1.5
багатшими	1.5
багаті	1.5
бажаний	1.5
бажати	1.5
бажаючий	1.5
байдужість	-1.5
бак	-1.5
бандит	-1.5
банкрутство	-1.5
батоги	-1.5
батіг	-1.5
безглуздий	-1.5
безглуздо	-1.5
бездоганний	1.5
бездоганно	1.5
бездіяльність	-1.5
безжально	-1.5
беззаконня	-1.5
безкоштовний	1.5
безкоштовно	1.5
безлад	-1.5
безладдя	-1.5
безладно	-1.5
безлюдний	-1.5
безмежний	1.5
безнадійно	-1.5
безодня	-1.5
безперервний	-1.5
безперервність	1.5
безперечний	1.5
безпечний	1.5
безпечно	1.5
безпорадність	-1.5
безпрецедентний	1.5
безробітний	-1.5
безробітні	-1.5
безсилий	-1.5
безстрашний	1.5
безсумнівний	1.5
безсумнівно	1.5
безумовний	1.5
безуспішно	-1.5
безцінний	1.5
битва	-1.5
битися	-1.5
благання	-1.5
благати	-1.5
благоговіння	1.5
благодать	1.5
благодійний	1.5
благодійник	1.5
благополуччя	1.5
благородний	1.5
благословення	1.5
благочестя	1.5
блаженний	1.5
блаженство	1.5
близькість	1.5
блиск	1.5
блискуче	1.5
блискучий	1.5
блокування	-1.5
блювота	-1.5
блідий	-1.5
богослов	1.5
божевілля	-1.5
божевільний	-1.5
божественний	1.5
бойкот	-1.5
бойкотувати	-1.5
бойової	-1.5
болото	-1.5
болю	-1.5
болюче	-1.5
боляче	-1.5
болісно	-1.5
бомба	-1.5
бомбардування	-1.5
бомбардувати	-1.5
бонус	1.5
бонуси	1.5
борг	-1.5
борги	-1.5
бореться	-1.5
боротися	-1.5
боязкий	-1.5
боятися	-1.5
брак	-1.5
братський	1.5
брехня	-1.5
брехун	-1.5
бруд	-1.5
брудний	-1.5
бум	1.5
бур'ян	-1.5
бурхливий	-1.5
буря	-1.5
буріння	-1.5
буфер	1.5
бюст	-1.5
бігти	-1.5
біда	-1.5
бідний	-1.5
бідняк	-1.5
бідняки	-1.5
бідні	-1.5
бідність	-1.5
біжить	-1.5
бій	-1.5
бійка	-1.5
біль	-1.5
біс	-1.5
бічний	-1.5
в'язень	-1.5
в'язниця	-1.5
вада	-1.5
важкий	-1.5
важко	-1.5
важливий	1.5
важіль	1.5
валовий	-1.5
варвар	-1.5
варення	-1.5
варити	-1.5
вартий	1.5
варто	1.5
вартість	1.5
вбивати	-1.5
вбиває	-1.5
вбивство	-1.5
вбивця	-1.5
вбити	-1.5
вбитий	-1.5
введення	-1.5
ввічливість	1.5
вгадати	1.5
вдалося	1.5
вдарити	-1.5
вдачу	-1.5
вдається	-1.5
вдосконалення	1.5
вдячний	1.5
вдячність	1.5
велетенський	-1.5
великий	1.5
велич	1.5
величний	1.5
величність	1.5
вентилятор	1.5
вентилятори	1.5
верхній	1.5
верховний	1.5
верховодка	-1.5
вершина	1.5
вершини	1.5
веселий	1.5
веселощі	1.5
вести	1.5
взаєморозуміння	1.5
вибачте	-1.5
вибух	-1.5
вибухнути	-1.5
вибуховий	-1.5
вибуховою	-1.5
вивержень	-1.5
виводок	-1.5
вигаданий	-1.5
вигадувати	-1.5
виганяти	-1.5
вигин	-1.5
вигнанець	-1.5
вигнання	-1.5
вигнати	-1.5
вигнутий	-1.5
виготовлення	-1.5
виготовляти	-1.5
виграний	1.5
виграти	1.5
виграш	1.5
вигідний	1.5
видавати	-1.5
видатний	1.5
видима	1.5
видимий	1.5
виживання	1.5
визволений	1.5
визволення	1.5
визволити	1.5
визволяти	1.5
визнання	-1.5
викидати	-1.5
викинути	-1.5
виклик	-1.5
виключення	-1.5
виключно	1.5
виконання	1.5
виконано	1.5
виконати	1.5
виконувати	1.5
використовувати	-1.5
викрадений	-1.5
викрадення	-1.5
викривлення	-1.5
викуп	1.5
викупу	1.5
вилікувати	1.5
вимагання	-1.5
вимагати	-1.5
вимерлий	-1.5
вимушений	-1.5
вина	-1.5
винахідливий	1.5
винахідливість	1.5
винищування	-1.5
винищувати	-1.5
винний	-1.5
винятковий	1.5
виняток	-1.5
випадково	-1.5
випадковість	-1.5
виправданий	1.5
виправдання	-1.5
виправити	1.5
виправлення	1.5
виправляти	1.5
випуск	-1.5
випускати	-1.5
вирвати	-1.5
вироблений	-1.5
виробництво	-1.5
виродження	-1.5
вирубувати	-1.5
вирішальний	1.5
висвітлювати	1.5
висип	-1.5
висить	-1.5
висміювання	-1.5
висміює	-1.5
виснажений	-1.5
виснаження	-1.5
височина	1.5
вистачати	1.5
вистачити	1.5
виступав	1.5
висушений	-1.5
висушування	-1.5
висів	-1.5
висіти	-1.5
витоку	-1.5
витончений	1.5
витончено	1.5
витонченість	1.5
витрачати	-1.5
витік	-1.5
витісняти	-1.5
вихваляння	1.5
виховання	1.5
виховувати	1.5
вихід	-1.5
вичерпаний	-1.5
вишуканий	1.5
вишукано	1.5
вишуканість	1.5
вища	1.5
вищий	1.5
вияв	-1.5
вкрай	-1.5
вкрасти	-1.5
вмирає	-1.5
вміло	1.5
внесок	1.5
водити	1.5
водоймище	-1.5
водоспад	-1.5
водосховище	-1.5
войовничий	-1.5
вологий	-1.5
волосся	-1.5
вона	1.5
ворог	-1.5
вороги	-1.5
ворожий	-1.5
ворожнеча	-1.5
ворожість	-1.5
воює	-1.5
впав	-1.5
впадати	-1.5
впали	-1.5
впевнений	1.5
впевненість	1.5
впертий	-1.5
впливовий	1.5
вражаюче	1.5
вражаючий	1.5
вражає	1.5
враження	1.5
вразило	1.5
всмоктування	-1.5
втекли	-1.5
втечу	-1.5
втома	-1.5
вторгнення	-1.5
вторгнутися	-1.5
втрата	-1.5
втрати	-1.5
втрачати	-1.5
втрачає	-1.5
втрачений	-1.5
втручання	-1.5
