Cieszy	1.5
Funky	-1.5
Hype	-1.5
Najprostszym	1.5
Odwilż	-1.5
Pan	-1.5
Potop	-1.5
SAP	-1.5
Stracili	-1.5
Wakacje	-1.5
Włóki	-1.5
absurd	-1.5
absurdalnie	-1.5
absurdalność	-1.5
absurdalny	-1.5
adekwatny	1.5
advanced	1.5
adwokat	1.5
afraid	-1.5
agility	1.5
agresja	-1.5
agresywnie	-1.5
agresywność	-1.5
agresywny	-1.5
akcent	-1.5
aktualny	1.5
alarm	-1.5
alergie	-1.5
ambitny	1.5
ambiwalentny	-1.5
amortyzator	-1.5
anarchia	-1.5
anarchista	-1.5
anarchizm	-1.5
angażowanie	1.5
anielski	1.5
anioł	1.5
anomalia	-1.5
antagonista	-1.5
antagonizm	-1.5
anulować	-1.5
apatia	-1.5
apel	1.5
apelacja	1.5
apodyktyczny	-1.5
apogeum	1.5
apologeta	-1.5
arbitralny	-1.5
archaiczny	-1.5
arcydzieła	1.5
arcydzieło	1.5
arogancja	-1.5
arogancki	-1.5
aspiracje	1.5
atak	-1.5
ataki	-1.5
atakować	-1.5
atrakcja	1.5
atrakcyjny	1.5
attack	-1.5
atu	1.5
atut	1.5
autentyczny	1.5
autonomiczny	1.5
available	1.5
avid	1.5
awansować	1.5
award	1.5
awaria	-1.5
awarie	-1.5
ax	-1.5
bad	-1.5
banalny	-1.5
bandyta	-1.5
bani	-1.5
banita	-1.5
barbarzyńca	-1.5
barbarzyński	-1.5
bardzo	1.5
bash	-1.5
bat	-1.5
bawi	1.5
bawić	1.5
bałagan	-1.5
beautiful	1.5
beauty	1.5
best	1.5
bestia	-1.5
bestialski	-1.5
better	1.5
bezbarwny	-1.5
bezbłędnie	1.5
bezcenny	1.5
bezczelny	-1.5
bezczynność	-1.5
bezdomny	-1.5
bezkarność	-1.5
bezkompromisowy	-1.5
bezkonkurencyjny	1.5
bezlitosny	-1.5
beznadziejnie	-1.5
beznadziejność	-1.5
beznadziejny	-1.5
bezpieczna	1.5
bezpiecznie	1.5
bezpieczny	1.5
bezpośredni	1.5
bezprawie	-1.5
bezprawny	-1.5
bezprzedmiotowe	-1.5
bezpłatnie	1.5
bezpłatny	1.5
bezradność	-1.5
bezradny	-1.5
bezrobotni	-1.5
bezrobotny	-1.5
bezsensowny	-1.5
bezsilność	-1.5
bezsilny	-1.5
bezskutecznie	-1.5
bezsprzecznie	1.5
bezstronność	1.5
bezstronny	1.5
beztroski	1.5
bezużyteczny	-1.5
bezwarunkowy	1.5
bezwzględnie	-1.5
bezwzględność	-1.5
bezwzględny	-1.5
bezzasadnie	-1.5
bełkot	-1.5
bias	-1.5
bicie	-1.5
bieda	-1.5
biedny	-1.5
biegły	1.5
bitwa	-1.5
biust	-1.5
bić	-1.5
blady	-1.5
blask	1.5
blizna	-1.5
blizny	-1.5
blokad	-1.5
blokować	-1.5
bluźnierstwo	-1.5
bogactwo	1.5
bogato	1.5
bogatszy	1.5
bogaty	1.5
bohater	1.5
bohaterka	1.5
bohaterski	1.5
bohatersko	1.5
bojkot	-1.5
bolesny	-1.5
boleśnie	-1.5
boli	-1.5
bom	1.5
bomb	-1.5
bomba	-1.5
bombardowanie	-1.5
bombardować	-1.5
bonus	1.5
boom	1.5
boost	1.5
boski	1.5
bosko	1.5
brak	-1.5
braki	-1.5
brakowało	-1.5
brat	-1.5
braterski	1.5
break	-1.5
breaking	-1.5
bright	1.5
broken	-1.5
brud	-1.5
brudnopis	-1.5
brudny	-1.5
brutal	-1.5
brutalnie	-1.5
brutalność	-1.5
brutalny	-1.5
brute	-1.5
brutto	-1.5
bryła	1.5
brzoskwinia	1.5
brzuch	-1.5
brzydki	-1.5
bug	-1.5
buggy	-1.5
bujny	1.5
bunt	-1.5
buntować	-1.5
buntowniczy	-1.5
burning	-1.5
burza	-1.5
burzliwy	-1.5
burzowy	-1.5
bydło	1.5
byk	-1.5
bystry	1.5
bzdura	-1.5
bzdury	-1.5
bój	-1.5
bójka	-1.5
ból	-1.5
bóle	-1.5
bąbel	-1.5
błagać	-1.5
błogosławieństwo	1.5
błotnisty	-1.5
błoto	-1.5
błysk	-1.5
błyskotliwy	1.5
błyszczeć	1.5
