Crash	-1.5
DIN	-1.5
Darling	1.5
Dragoon	-1.5
Døden	-1.5
Fedtmule	-1.5
Punch	-1.5
Rift	-1.5
Sly	-1.5
Smart	1.5
Varm	1.5
abort	-1.5
aborterede	-1.5
absurd	-1.5
absurditet	-1.5
adræt	1.5
advanced	1.5
advarede	-1.5
advarende	-1.5
advarsel	-1.5
afbrudt	-1.5
afbryde	-1.5
afbrydelse	-1.5
afbrydelser	-1.5
afbrænding	-1.5
afdækning	-1.5
afdæmpet	-1.5
affald	-1.5
affinitet	1.5
afgrund	-1.5
afgrunden	-1.5
afgrænset	-1.5
afgørende	1.5
afhjælpe	1.5
afhængige	-1.5
afkald	-1.5
aflive	-1.5
aflytning	-1.5
afløb	-1.5
afpresning	-1.5
afpresse	-1.5
afskaffe	-1.5
afskrække	-1.5
afskrækkende	-1.5
afsky	-1.5
afskære	-1.5
afslag	-1.5
afslappet	1.5
afsværge	-1.5
aftage	-1.5
aftagende	-1.5
afveje	-1.5
afvige	-1.5
afvigelse	-1.5
afvise	-1.5
afvisende	-1.5
afviser	-1.5
afvisning	-1.5
afvist	-1.5
afvæbne	-1.5
aggression	-1.5
aggressiv	-1.5
aggressive	-1.5
aggressivitet	-1.5
agility	1.5
agn	-1.5
akavet	-1.5
akkord	-1.5
aktivt	-1.5
alarm	-1.5
alarmerende	-1.5
alarmeret	-1.5
aldeles	-1.5
allergi	-1.5
allergisk	-1.5
alsidige	1.5
alsidighed	1.5
altoverskyggende	1.5
alvorlig	-1.5
alvorligt	-1.5
ambitiøs	1.5
ambitiøst	1.5
ambivalens	-1.5
ambivalent	-1.5
analfabeter	-1.5
anarki	-1.5
anarkisme	-1.5
anarkist	-1.5
anbefale	1.5
anbefaler	1.5
anbefales	1.5
anbefaling	1.5
anbefalinger	1.5
anerkendelse	1.5
anerkendelser	1.5
anerkendende	1.5
angel	1.5
anger	-1.5
angre	-1.5
angreb	-1.5
angribe	-1.5
angst	-1.5
anklage	-1.5
anlægger	-1.5
anmelderroste	1.5
anrette	-1.5
anrettede	-1.5
anseelse	1.5
anselig	1.5
anspændt	-1.5
anstrengende	-1.5
anstrengt	-1.5
anstændig	1.5
ansvarlig	-1.5
ansvarligt	1.5
antagonist	-1.5
antipati	-1.5
anvende	1.5
anvendelig	1.5
aparte	1.5
apati	-1.5
apokalyptisk	-1.5
appeal	1.5
appel	1.5
appellere	1.5
appropriate	1.5
approval	1.5
ar	-1.5
arbejde	1.5
arbejdede	1.5
arbejdsløs	-1.5
arbejdsløse	-1.5
arbejdsom	1.5
arbejdsplads	1.5
arbitrær	-1.5
arkaisk	-1.5
