Falls	-1.5
abuse	-1.5
attack	-1.5
ax	-1.5
best	1.5
break	-1.5
burn	-1.5
collapse	-1.5
complex	-1.5
death	-1.5
die	-1.5
error	-1.5
fair	1.5
false	-1.5
feat	1.5
free	1.5
good	1.5
great	1.5
honor	1.5
important	1.5
like	1.5
love	1.5
mar	-1.5
master	1.5
object	-1.5
right	1.5
rue	-1.5
sin	-1.5
solid	1.5
static	-1.5
top	1.5
transparent	1.5
well	1.5
work	1.5
works	1.5
wrong	-1.5
Амур	1.5
Апокалипсис	-1.5
Дик	-1.5
Достижения	1.5
Награды	1.5
Примечательно	1.5
Ренессанс	1.5
Христос	1.5
аборт	-1.5
абсолютный	-1.5
абсурд	-1.5
абсурдно	-1.5
абсурдность	-1.5
аварий	-1.5
аварийный	-1.5
авария	-1.5
аватар	1.5
автономный	1.5
авторитет	1.5
авторитетный	1.5
агрессивность	-1.5
агрессивный	-1.5
агрессия	-1.5
ад	-1.5
адаптации	1.5
адвокат	1.5
адекватный	1.5
ажиотаж	-1.5
аккорд	1.5
аккуратно	1.5
активные	1.5
активный	1.5
акула	-1.5
акцент	-1.5
аллергии	-1.5
амбициозный	1.5
амулет	1.5
анархизм	-1.5
анархист	-1.5
анархия	-1.5
ангел	1.5
анекдот	-1.5
аннулировать	-1.5
аномалия	-1.5
антагонист	-1.5
арест	-1.5
аристократ	1.5
атака	-1.5
атаковать	-1.5
атрофия	-1.5
аттракцион	1.5
ба	1.5
бабки	-1.5
баг	-1.5
базар	1.5
бак	-1.5
баллон	-1.5
бандит	-1.5
банка	-1.5
банкротство	-1.5
барьер	-1.5
бдительность	1.5
беда	-1.5
бедность	-1.5
бедные	-1.5
бедствие	-1.5
бежавших	-1.5
бежать	-1.5
бежит	-1.5
бездействие	-1.5
безжалостно	-1.5
безнадежно	-1.5
безобразие	-1.5
безопасно	1.5
безопасный	1.5
безумие	-1.5
безумно	-1.5
безумный	-1.5
безупречно	1.5
безуспешно	-1.5
бенефис	1.5
беречь	1.5
бесконечно	-1.5
бесконечный	1.5
бесплатно	1.5
бесплатный	1.5
беспокоит	-1.5
беспокоится	-1.5
беспокоить	-1.5
беспокоиться	-1.5
беспокойство	-1.5
