Apokalipsa	-1.5
Harms	-1.5
Preciznije	-1.5
adekvatan	1.5
adut	1.5
agresija	-1.5
agresivan	-1.5
agresivnost	-1.5
agresor	-1.5
alarm	-1.5
alergija	-1.5
alkoholičar	-1.5
ambiciozan	1.5
anarhija	-1.5
anarhist	-1.5
anarhizam	-1.5
anksioznost	-1.5
anomalija	-1.5
antagonist	-1.5
antagonista	-1.5
anđeo	1.5
apel	1.5
approval	1.5
apsurd	-1.5
apsurdno	-1.5
arogantan	-1.5
aspiracija	1.5
atentator	-1.5
atrakcija	1.5
atraktivan	1.5
autentičan	1.5
autokratski	-1.5
available	1.5
ax	-1.5
bad	-1.5
baklje	-1.5
bačena	-1.5
beg	-1.5
beskoristan	-1.5
besmislen	-1.5
besmislica	-1.5
besplatan	1.5
besplatno	1.5
bespomoćno	-1.5
besprijekorno	1.5
best	1.5
beznačajan	-1.5
bezuvjetna	1.5
bijeda	-1.5
bijegu	-1.5
bijes	-1.5
bijesan	-1.5
bijesno	-1.5
bik	1.5
bilješka	-1.5
bič	-1.5
bjegunac	-1.5
bježi	-1.5
blag	-1.5
blago	1.5
blagoslov	1.5
blagostanje	1.5
blato	-1.5
blind	-1.5
bljesak	-1.5
blockbuster	1.5
blokiranje	-1.5
bogat	1.5
bogataš	1.5
bogatiji	1.5
bogato	1.5
bogatstvo	1.5
bogoslov	1.5
bojazan	-1.5
bojkot	-1.5
bol	-1.5
bolan	-1.5
bolesno	-1.5
bolest	-1.5
bolestan	-1.5
boli	-1.5
bolje	1.5
bolji	1.5
bolno	-1.5
bolovi	-1.5
bomba	-1.5
bonus	1.5
boom	1.5
bora	-1.5
borba	-1.5
bore	-1.5
bori	-1.5
borio	-1.5
božanski	1.5
braniti	1.5
brat	-1.5
bratski	1.5
brave	1.5
break	-1.5
briga	-1.5
briljantan	1.5
brisati	-1.5
briše	1.5
brodolom	-1.5
brutalan	-1.5
brutalno	-1.5
brutalnost	-1.5
bruto	-1.5
brz	1.5
brzo	1.5
brže	1.5
bube	-1.5
budala	-1.5
budan	1.5
budnost	1.5
bug	-1.5
bujica	-1.5
bujice	1.5
buka	-1.5
buke	-1.5
bum	-1.5
buran	-1.5
burno	-1.5
bušenje	-1.5
bušotina	-1.5
carev	1.5
cenzura	-1.5
cijeni	1.5
cijeniti	1.5
cijepanje	-1.5
ciničan	-1.5
cool	1.5
cure	1.5
curenje	-1.5
cvijet	1.5
da	1.5
dark	-1.5
death	-1.5
debakl	-1.5
debeo	-1.5
deblja	-1.5
degeneracija	-1.5
degradacija	-1.5
demon	-1.5
depresija	-1.5
depresije	-1.5
depresivan	-1.5
desert	-1.5
desni	1.5
desno	1.5
despot	-1.5
devijacija	-1.5
die	-1.5
dijametralno	-1.5
diktator	-1.5
diktatorski	-1.5
dilema	-1.5
dim	-1.5
din	-1.5
dinamičan	1.5
diplomatski	1.5
direktno	-1.5
disident	-1.5
diskriminacija	-1.5
divan	1.5
divljenja	1.5
divljenje	1.5
divlji	-1.5
divno	1.5
djelotvoran	1.5
dobar	1.5
dobit	1.5
dobiti	1.5
dobivanjem	1.5
dobro	1.5
dobrodošao	1.5
dobrodošli	1.5
dobrota	1.5
dobrotvor	1.5
dodijelio	1.5
dodijeliti	1.5
dogmatski	-1.5
doigravanje	-1.5
dokazan	1.5
dokazati	1.5
dokazivanja	1.5
dokazuje	1.5
dominira	1.5
dominiraju	1.5
dominirati	1.5
doom	-1.5
doprinos	1.5
dopuna	1.5
dopuniti	1.5
dopunjena	1.5
dopunski	1.5
dopustiti	-1.5
dosada	-1.5
dosadan	-1.5
dosadno	-1.5
