Apokalipszis	-1.5
Bocsánat	-1.5
Dungeons	-1.5
Díjak	1.5
Hátrányok	-1.5
Lied	-1.5
Messiás	-1.5
Rák	-1.5
Szolgáltatás	1.5
abnormális	-1.5
abszurd	-1.5
abszurdum	-1.5
adakozás	1.5
adaptív	1.5
adekvát	1.5
adományoz	1.5
adottság	1.5
adu	1.5
adósság	-1.5
affinitás	1.5
aggasztó	-1.5
aggodalmak	-1.5
aggodalom	-1.5
aggódik	-1.5
aggódva	-1.5
aggódó	-1.5
agilis	1.5
agitáció	-1.5
agresszió	-1.5
agresszív	-1.5
agyafúrt	-1.5
ahogy	1.5
ajánl	1.5
ajánlat	1.5
ajánlott	1.5
ajánlás	1.5
ajánlások	1.5
akadály	-1.5
akadályoz	-1.5
akadályozott	-1.5
akadályozta	-1.5
akadályozza	-1.5
akadályozzák	-1.5
akadályozó	-1.5
akaratlan	-1.5
akaratos	-1.5
akasztotta	-1.5
akkord	1.5
akna	1.5
alantas	-1.5
alaposan	1.5
alaptalan	-1.5
alattomos	-1.5
alig	-1.5
aligha	-1.5
aljas	-1.5
alkalmas	1.5
alkalmatlan	-1.5
alkalmazható	1.5
alkalmazkodó	1.5
alkalmi	-1.5
alkoholista	-1.5
alkotmányellenes	-1.5
alkotó	1.5
alku	1.5
allergia	-1.5
allergiás	-1.5
aluli	-1.5
alá	-1.5
alárendelt	-1.5
alázat	1.5
aláássa	-1.5
aláásta	-1.5
ambivalens	-1.5
amulett	1.5
analfabéta	-1.5
anarchia	-1.5
anarchista	-1.5
anarchizmus	-1.5
angyal	1.5
angyali	1.5
anomália	-1.5
antagonista	-1.5
apad	-1.5
apokalipszis	-1.5
apokaliptikus	-1.5
aprólékos	1.5
aprólékosan	1.5
arany	1.5
aranyos	1.5
aranysárga	1.5
aránytalan	-1.5
aszály	-1.5
atrocitás	-1.5
attack	-1.5
autentikus	1.5
autonóm	1.5
autonómia	1.5
available	1.5
ax	-1.5
azonnal	1.5
babona	-1.5
babonás	-1.5
bad	-1.5
baj	-1.5
bajkeverő	-1.5
bajnok	1.5
bajok	-1.5
bajos	-1.5
baleset	-1.5
baljós	-1.5
baljóslatú	-1.5
balkezes	-1.5
balszerencse	-1.5
bandita	-1.5
banális	-1.5
barbár	-1.5
barbárok	-1.5
barlang	-1.5
barát	1.5
baráti	1.5
barátságos	1.5
barátságosan	1.5
barátságtalan	-1.5
barázda	-1.5
basszus	-1.5
beavatkozik	-1.5
beavatkozás	-1.5
becses	1.5
becsmérlő	-1.5
becstelen	-1.5
becsvágyó	1.5
becsület	1.5
befejezetlen	-1.5
befejezett	1.5
befogadó	1.5
befolyásol	-1.5
befolyásos	1.5
behatolás	-1.5
belterület	1.5
bent	-1.5
beosztott	-1.5
beperelte	-1.5
best	1.5
beszivárgó	-1.5
beteges	-1.5
betegség	-1.5
better	1.5
bevall	-1.5
bevezetése	-1.5
birkózás	-1.5
bitorló	-1.5
bizakodó	1.5
bizalmas	1.5
bizalmatlanság	-1.5
bizalom	1.5
bizarr	-1.5
bizonyosság	1.5
bizonytalan	-1.5
bizonytalanság	-1.5
bizonyít	1.5
bizonyított	-1.5
bizonyítva	1.5
biztató	1.5
biztonságos	1.5
biztos	1.5
biztosan	1.5
biztosít	1.5
biztosítva	1.5
biztosíték	1.5
blabla	-1.5
bloody	-1.5
bocs	-1.5
bocsánat	1.5
bocsánatkérés	-1.5
bogár	-1.5
bojkott	-1.5
boksz	-1.5
boldog	1.5
boldogabb	1.5
boldogan	1.5
boldogság	1.5
boldogtalan	-1.5
boldogulni	1.5
bolond	-1.5
bolyhos	-1.5
bolyongó	-1.5
bomba	-1.5
bombasztikus	-1.5
bombázás	-1.5
bomlasztó	-1.5
bont	-1.5
bonus	1.5
borzalmas	-1.5
borzasztó	-1.5
bosszant	-1.5
bosszantja	-1.5
bosszantó	-1.5
bosszú	-1.5
bosszúszomjas	-1.5
