Dick	-1.5
Jugendstil	1.5
Nemesis	-1.5
Renaissance	1.5
aan	1.5
aanbeden	1.5
aanbevelen	1.5
aanbeveling	1.5
aanbevelingen	1.5
aanbevolen	1.5
aanbidden	1.5
aanbieden	1.5
aanbreken	1.5
aandachtig	1.5
aandeel	-1.5
aandoen	-1.5
aandoening	-1.5
aangeklaagd	-1.5
aangenaam	1.5
aangename	1.5
aangeprezen	-1.5
aangericht	-1.5
aangetaste	-1.5
aangevochten	-1.5
aangevuld	1.5
aangewezen	1.5
aanhanger	-1.5
aanhoudend	-1.5
aanhouding	-1.5
aanklacht	-1.5
aankloppen	-1.5
aankomen	1.5
aanleg	-1.5
aanleiding	-1.5
aanmoedigen	1.5
aanmoediging	1.5
aanname	1.5
aannemen	1.5
aanpassen	1.5
aanraden	1.5
aanranding	-1.5
aanrichten	-1.5
aanslag	-1.5
aanspannen	-1.5
aansporing	-1.5
aansprakelijk	-1.5
aansprakelijkheid	-1.5
aanspreken	1.5
aansteker	1.5
aanstichter	-1.5
aantasten	-1.5
aantrekkelijk	1.5
aantrekkelijke	1.5
aantrekkelijkheid	1.5
aantrekkingskracht	1.5
aanvaarden	1.5
aanvaarding	1.5
aanval	-1.5
aanvallen	-1.5
aanvallend	-1.5
aanvoeren	1.5
aanvullen	1.5
aanvulling	1.5
aanwijzing	1.5
aanzien	1.5
aard	-1.5
aardig	1.5
aards	-1.5
aarzelend	-1.5
aas	-1.5
abnormaal	-1.5
abrupt	-1.5
absurd	-1.5
abundant	1.5
accuraat	1.5
accurate	1.5
achtbaan	-1.5
achterblijven	-1.5
achterblijvende	-1.5
achterdeur	-1.5
achterdocht	-1.5
achterdochtig	-1.5
achtergestelde	-1.5
achterhaald	-1.5
achterlaten	-1.5
achterlijk	-1.5
achterover	-1.5
achterstallig	-1.5
achterste	-1.5
achtersteven	-1.5
achteruit	-1.5
achteruitgang	-1.5
achtervolgen	-1.5
achterwaarts	-1.5
achterwerk	-1.5
achting	1.5
acuut	1.5
adaptieve	1.5
adder	-1.5
adellijk	1.5
adellijke	1.5
adem	1.5
ademhaling	1.5
adequaat	1.5
adequate	1.5
advanced	1.5
advies	1.5
adviseren	1.5
advocaat	1.5
advocate	1.5
afbraak	-1.5
afbranden	-1.5
afbreken	-1.5
afbreuk	-1.5
afdaling	-1.5
affiniteit	1.5
afgaan	-1.5
afgebroken	-1.5
afgedragen	-1.5
afgeslagen	-1.5
afgetreden	-1.5
afgietsel	-1.5
afkeer	-1.5
afkerig	-1.5
afkeuren	-1.5
afkeuring	-1.5
afkoelen	1.5
aflaat	1.5
afleiden	-1.5
afleiding	-1.5
afloop	-1.5
aflopen	-1.5
aflossing	1.5
afluisteren	-1.5
afmaken	-1.5
afname	-1.5
afnemen	-1.5
afpersing	-1.5
afschaffen	-1.5
afscheiden	-1.5
afschrikken	-1.5
afschrikwekkend	-1.5
afschuw	-1.5
afschuwelijk	-1.5
afslaan	-1.5
afstandelijk	-1.5
afstoten	-1.5
aftappen	-1.5
aftreden	-1.5
aftrekken	-1.5
afval	-1.5
afvallen	-1.5
afvallige	-1.5
afvoer	-1.5
afweren	-1.5
afwezig	-1.5
afwezige	-1.5
afwezigheid	-1.5
afwijken	-1.5
afwijkend	-1.5
afwijking	-1.5
afwijzen	-1.5
afwijzend	-1.5
afwijzing	-1.5
afwisselend	1.5
afzijdig	-1.5
agile	1.5
agressie	-1.5
agressief	-1.5
agressiviteit	-1.5
alarm	-1.5
alert	1.5
algemeen	-1.5
alledaags	-1.5
alleen	-1.5
allergie	-1.5
allergieën	-1.5
allergisch	-1.5
als	1.5
ambitieus	1.5
amper	-1.5
analfabeet	-1.5
anarchie	-1.5
anarchisme	-1.5
anarchist	-1.5
angst	-1.5
angsten	-1.5
angstig	-1.5
annuleren	-1.5
anomalie	-1.5
antagonist	-1.5
antwoorden	-1.5
anus	-1.5
apart	-1.5
apocalyptische	-1.5
arbeid	1.5
archaïsch	-1.5
aristocraat	1.5
arm	-1.5
arme	-1.5
armer	-1.5
armoede	-1.5
armoedig	-1.5
armste	-1.5
arrestatie	-1.5
arrogant	-1.5
arrogantie	-1.5
ascese	-1.5
aspiraties	1.5
attack	-1.5
attent	1.5
attractie	1.5
authentiek	1.5
autocratisch	-1.5
autonoom	1.5
autoritair	-1.5
available	1.5
aversie	-1.5
avontuurlijk	1.5
award	1.5
awards	1.5
baanbrekend	1.5
baanbrekende	1.5
backbone	1.5
bad	-1.5
balanceren	1.5
balling	-1.5
ballingschap	-1.5
ban	1.5
bang	-1.5
bank	1.5
bankroet	-1.5
barbaar	-1.5
barbaars	-1.5
barmhartigheid	1.5
barst	-1.5
barsten	-1.5
bastaard	-1.5
baten	1.5
beautiful	1.5
beauty	1.5
bedanken	1.5
bedekken	-1.5
bedelaar	-1.5
bedelen	-1.5
bedenken	-1.5
bederf	-1.5
bederven	-1.5
bediende	-1.5
bedorven	-1.5
bedreigen	-1.5
bedreiging	-1.5
bedreigingen	-1.5
bedreven	1.5
bedriegen	-1.5
bedrieger	-1.5
bedrieglijk	-1.5
bedroefd	-1.5
bedrog	-1.5
bedrogen	-1.5
beducht	-1.5
beduidend	1.5
beek	-1.5
beeltenis	-1.5
beest	-1.5
beestje	-1.5
begaafd	1.5
begeleiden	1.5
begeleiding	1.5
begeven	-1.5
begrijpelijk	1.5
begrijpen	-1.5
begrip	-1.5
begroeten	1.5
begroeting	1.5
begunstigde	1.5
behagen	1.5
behangen	-1.5
beheersen	1.5
beheerst	1.5
behendig	1.5
behendigheid	1.5
behoeden	-1.5
behoeftige	-1.5
behoorlijk	1.5
behulpzaam	1.5
bekendmaken	-1.5
bekennen	-1.5
bekentenis	-1.5
bekentenissen	-1.5
beklag	-1.5
beklagen	-1.5
beklemtonen	-1.5
bekomen	1.5
bekritiseerd	-1.5
bekritiseren	-1.5
bekrompen	-1.5
bekroond	1.5
bekwaam	1.5
bekwaamheid	1.5
belachelijk	-1.5
beladen	-1.5
belang	1.5
belangeloos	-1.5
belangen	1.5
belangrijk	1.5
belangstelling	-1.5
belangwekkend	1.5
belasten	-1.5
beledigen	-1.5
beledigend	-1.5
belediging	-1.5
beledigingen	-1.5
beleefd	1.5
beleefdheid	1.5
beleg	-1.5
belegeren	-1.5
belegering	-1.5
belemmerd	-1.5
belemmeren	-1.5
belemmering	-1.5
belezen	1.5
belichten	1.5
belijden	-1.5
belofte	1.5
belonen	1.5
beloning	1.5
beloofd	1.5
belooft	1.5
beloven	1.5
bemind	1.5
beminde	1.5
bemoeien	-1.5
benadrukken	1.5
benadrukt	-1.5
benauwd	-1.5
bendelid	-1.5
bent	-1.5
beperken	-1.5
beperking	-1.5
beperkingen	-1.5
beperkt	-1.5
bepleit	1.5
bepleiten	1.5
beproeving	-1.5
beramen	-1.5
bereid	1.5
bereikbaar	1.5
bereiken	1.5
bergafwaarts	-1.5
berisping	-1.5
beroemd	1.5
beroep	1.5
beroerd	-1.5
beroering	-1.5
beroofd	-1.5
berooid	-1.5
berouw	-1.5
beroving	-1.5
berucht	-1.5
beruchte	-1.5
beschaamd	-1.5
beschadigd	-1.5
beschadigen	-1.5
beschaving	1.5
bescheiden	1.5
bescheidenheid	1.5
beschermen	1.5
beschermend	1.5
bescherming	1.5
beschikbaar	1.5
beschouwen	1.5
beschuldigen	-1.5
beschuldiging	-1.5
beschuldigingen	-1.5
beschuldigt	-1.5
beseffen	1.5
beslissend	1.5
besmet	-1.5
besmettelijk	-1.5
besmetten	-1.5
besmetting	-1.5
besparen	1.5
bespelen	1.5
bespot	-1.5
bespotten	-1.5
best	1.5
bestoken	-1.5
bestraffen	-1.5
betekenisloos	-1.5
beter	1.5
beteren	1.5
betoverd	1.5
betoverde	1.5
betovering	1.5
betrappen	-1.5
betreffen	-1.5
betrekken	-1.5
betreurde	-1.5
betreuren	-1.5
betrokken	-1.5
betrouwbaar	1.5
betrouwbaarheid	1.5
better	1.5
betwijfelen	-1.5
betwist	-1.5
betwiste	-1.5
betwisten	-1.5
beuken	-1.5
beurs	1.5
bevaarbaar	1.5
bevallen	1.5
beveiligen	1.5
beven	-1.5
bevestigd	1.5
bevestigen	1.5
bevestigend	1.5
bevestiging	1.5
bevoegd	1.5
bevoordelen	1.5
bevorderen	1.5
bevredigen	1.5
bevredigend	1.5
bevredigende	1.5
bevrediging	1.5
bevreesd	-1.5
bevriend	1.5
bevriende	1.5
bevriest	-1.5
bevriezen	-1.5
bevriezing	-1.5
bevrijd	1.5
bevrijden	1.5
bevrijding	1.5
bevroren	-1.5
bewapend	-1.5
beweeglijk	1.5
beweren	-1.5
bewering	-1.5
bewerkstelligen	1.5
bewerkt	-1.5
bewezen	1.5
bewijs	1.5
bewijst	1.5
bewijzen	1.5
bewonderaar	1.5
bewonderen	1.5
bewondering	1.5
bewusteloos	-1.5
bezeten	-1.5
bezit	-1.5
bezorgd	-1.5
bezorgdheid	-1.5
bezwaar	-1.5
bezwaarlijk	-1.5
bezwaren	-1.5
bezweren	1.5
bezwering	1.5
bezwijken	-1.5
beëindigen	-1.5
beïnvloeden	-1.5
bias	-1.5
biecht	-1.5
bieden	1.5
biggen	-1.5
bijdrage	1.5
bijdragen	1.5
bijgeloof	-1.5
bijl	-1.5
bijstand	1.5
bijten	-1.5
bijtend	-1.5
bijval	1.5
bijzonder	1.5
billen	-1.5
